id,name,now_cost,position,team,starts_per_90,chance_of_playing_next_round,cost_change_event_fall,transfers_out,threat_rank_type,selected_by_percent,cost_change_start,cost_change_start_fall,threat_rank,clean_sheets,web_name,ict_index_rank_type,total_points,ep_next,status,ict_index,expected_goals_per_90,clean_sheets_per_90,points_per_game,yellow_cards,now_cost_rank_type,transfers_in,form_rank,saves,event_points,bonus,expected_goals,expected_goals_conceded_per_90,penalties_order,corners_and_indirect_freekicks_order,cost_change_event,in_dreamteam,ep_this,goals_conceded,selected_rank,chance_of_playing_this_round,goals_conceded_per_90,expected_goals_conceded,expected_assists,points_per_game_rank_type,starts,expected_goal_involvements,goals_scored,saves_per_90,creativity,threat,expected_goal_involvements_per_90,ict_index_rank,now_cost_rank,creativity_rank,value_form,news_added,influence,selected_rank_type,creativity_rank_type,influence_rank_type,bps,value_season,expected_assists_per_90,transfers_out_event,assists,influence_rank,news,transfers_in_event,form,minutes,direct_freekicks_order,form_rank_type,points_per_game_rank,dreamteam_count,red_cards
292,Stefan Bajcetic,50,MID,Liverpool,0.0,,0,885,241,0.1,0,0,593,0,Bajcetic,251,0,2.1,a,0.0,0.0,0.0,0.0,0,199,295,613,0,0,0,0.00,0.0,,,0,False,2.1,0,491,,0.0,0.00,0.00,254,0,0.00,0,0.0,0.0,0.0,0.0,607,306,601,0.0,,0.0,176,249,245,0,0.0,0.0,885,0,600,,295,0.0,0,,254,613,0,0
293,Darwin Núñez Ribeiro,75,FWD,Liverpool,0.0,,0,138788,17,13.1,0,0,95,0,Darwin,19,1,2.9,a,1.2,0.15,0.0,1.0,0,11,49481,279,0,1,0,0.04,0.9,,,0,False,2.9,0,32,,0.0,0.24,0.02,37,0,0.06,0,0.0,1.3,8.0,0.23,192,27,172,0.1,,2.2,6,19,21,3,0.1,0.08,138788,0,208,,49481,1.0,24,,37,279,0,0
294,Diogo Teixeira da Silva,80,MID,Liverpool,1.38,,0,17844,47,3.0,0,0,80,0,Diogo J.,69,1,3.3,a,2.6,0.1,0.0,1.0,1,8,14334,281,0,1,0,0.07,1.44,,,0,False,3.3,1,106,,1.38,1.04,0.01,135,1,0.08,0,0.0,12.9,10.0,0.11,133,14,86,0.1,,3.2,39,58,88,3,0.1,0.01,17844,0,196,,14334,1.0,65,,135,281,0,0
295,Harvey Elliott,50,MID,Liverpool,0.0,,0,2273,69,0.2,0,0,125,0,Elliott,75,1,2.1,a,2.2,0.0,0.0,1.0,0,184,896,250,0,1,0,0.00,0.97,,,0,False,2.1,0,315,,0.0,0.14,0.01,114,0,0.01,0,0.0,11.6,4.0,0.07,150,284,98,0.2,,6.6,92,64,74,6,0.2,0.07,2273,0,169,,896,1.0,13,,114,250,0,0
296,Fabio Henrique Tavares,50,MID,Liverpool,0.0,0.0,0,500,191,0.0,0,0,511,0,Fabinho,206,0,0.0,u,0.0,0.0,0.0,0.0,0,125,0,561,0,0,0,0.00,0.0,,,0,False,0.0,0,611,0.0,0.0,0.00,0.00,221,0,0.00,0,0.0,0.0,0.0,0.0,535,193,528,0.0,2023-08-01T09:50:49.848998Z,0.0,247,205,199,0,0.0,0.0,500,0,527,Permanent Transfer to Al-Ittihad,0,0.0,0,,221,561,0,0
297,Cody Gakpo,75,FWD,Liverpool,1.38,,0,51211,24,6.4,0,0,166,0,Gakpo,17,2,2.9,a,2.1,0.0,0.0,2.0,0,10,30506,175,0,2,0,0.00,1.44,,,0,False,2.9,1,55,,1.38,1.04,0.05,23,1,0.05,0,0.0,10.9,2.0,0.07,154,25,107,0.3,,8.0,10,9,15,5,0.3,0.07,51211,0,161,,30506,2.0,65,,23,175,0,0
298,Joe Gomez,45,DEF,Liverpool,0.0,,0,2427,152,0.3,0,0,342,0,Gomez,168,0,2.5,a,0.0,0.0,0.0,0.0,0,82,1113,426,0,0,0,0.00,0.0,,,0,False,2.5,0,270,,0.0,0.00,0.00,172,0,0.00,0,0.0,0.0,0.0,0.0,385,381,373,0.0,,0.0,101,166,170,0,0.0,0.0,2427,0,377,,1113,0.0,0,,172,426,0,0
299,Jordan Henderson,50,MID,Liverpool,0.0,0.0,0,351,175,0.0,0,0,490,0,Henderson,191,0,0.0,u,0.0,0.0,0.0,0.0,0,103,0,547,0,0,0,0.00,0.0,,,0,False,0.0,0,620,0.0,0.0,0.00,0.00,210,0,0.00,0,0.0,0.0,0.0,0.0,516,162,508,0.0,2023-07-28T08:28:45.116062Z,0.0,253,190,184,0,0.0,0.0,351,0,508,Permanent transfer to Al-Ettifaq,0,0.0,0,,210,547,0,0
300,Curtis Jones,50,MID,Liverpool,0.0,,0,1144,218,0.1,0,0,547,0,Jones,99,1,2.1,a,0.6,0.0,0.0,1.0,0,158,402,239,0,1,0,0.00,0.9,,,0,False,2.1,0,401,,0.0,0.24,0.01,106,0,0.01,0,0.0,1.8,0.0,0.04,210,240,159,0.2,,4.6,126,90,82,1,0.2,0.04,1144,0,183,,402,1.0,24,,106,239,0,0
301,Caoimhin Kelleher,40,GKP,Liverpool,0.0,,0,1193,27,0.3,0,0,220,0,Kelleher,40,0,1.5,a,0.0,0.0,0.0,0.0,0,56,572,328,0,0,0,0.00,0.0,,,0,False,1.5,0,274,,0.0,0.00,0.00,46,0,0.00,0,0.0,0.0,0.0,0.0,281,600,263,0.0,,0.0,42,28,40,0,0.0,0.0,1193,0,272,,572,0.0,0,,46,328,0,0
302,Ibrahima Konaté,50,DEF,Liverpool,1.0,,0,8989,48,1.9,0,0,151,0,Konaté,39,2,2.8,a,2.7,0.0,0.0,2.0,0,25,29642,133,0,2,0,0.00,1.28,,,0,False,2.8,1,130,,1.0,1.28,0.00,48,1,0.00,0,0.0,0.6,2.0,0.0,124,237,186,0.4,,24.4,47,63,21,14,0.4,0.0,8989,0,55,,29642,2.0,90,,48,133,0,0
303,Luis Díaz,75,MID,Liverpool,1.18,,0,14867,13,7.6,0,0,32,0,Luis Díaz,15,8,3.1,a,8.3,0.98,0.0,8.0,0,15,142496,21,0,8,1,0.83,1.52,,,0,False,3.1,1,48,,1.18,1.28,0.04,7,1,0.87,1,0.0,14.8,33.0,1.03,27,26,76,1.1,,35.0,15,51,8,20,1.1,0.05,14867,0,22,,142496,8.0,76,,7,21,0,0
304,Alexis Mac Allister,60,MID,Liverpool,1.0,,0,65562,276,11.7,0,0,646,0,Mac Allister,67,1,2.7,a,2.7,0.0,0.0,1.0,1,49,28337,273,0,1,0,0.00,1.28,,,0,False,2.7,1,34,,1.0,1.28,0.22,131,1,0.22,0,0.0,13.5,0.0,0.22,126,79,81,0.2,,13.6,10,54,39,13,0.2,0.22,65562,0,109,,28337,1.0,90,,131,273,0,0
305,Joel Matip,50,DEF,Liverpool,0.0,,0,2391,201,0.3,0,0,493,0,Matip,205,0,2.8,a,0.0,0.0,0.0,0.0,0,16,866,549,0,0,0,0.00,0.0,,,0,False,2.8,0,289,,0.0,0.00,0.00,205,0,0.00,0,0.0,0.0,0.0,0.0,519,166,511,0.0,,0.0,111,205,206,0,0.0,0.0,2391,0,511,,866,0.0,0,,205,549,0,0
306,Nathaniel Phillips,40,DEF,Liverpool,0.0,,0,1697,73,0.3,0,0,217,0,Phillips,101,0,1.5,a,0.0,0.0,0.0,0.0,0,172,830,325,0,0,0,0.00,0.0,,,0,False,1.5,0,297,,0.0,0.00,0.00,107,0,0.00,0,0.0,0.0,0.0,0.0,278,597,260,0.0,,0.0,115,98,102,0,0.0,0.0,1697,0,269,,830,0.0,0,,107,325,0,0
307,Andrew Robertson,65,DEF,Liverpool,1.0,,0,14299,52,4.1,0,0,165,0,Robertson,27,2,3.6,a,4.1,0.0,0.0,2.0,0,3,24045,168,0,2,0,0.00,1.28,,2.0,0,False,3.6,1,84,,1.0,1.28,0.01,52,1,0.01,0,0.0,12.6,2.0,0.01,93,44,89,0.3,,26.4,28,23,18,16,0.3,0.01,14299,0,50,,24045,2.0,90,,52,168,0,0
308,Mohamed Salah,125,MID,Liverpool,1.18,,0,30227,44,29.0,0,0,73,0,Salah,47,5,4.5,a,4.9,0.33,0.0,5.0,0,1,111207,56,0,5,0,0.28,1.52,2.0,,0,False,4.5,1,8,,1.18,1.28,0.31,17,1,0.59,0,0.0,20.2,12.0,0.7,82,3,55,0.4,,16.6,4,38,32,15,0.4,0.37,30227,1,90,,111207,5.0,76,2.0,17,56,0,0
309,Dominik Szoboszlai,70,MID,Liverpool,1.0,,0,24151,281,3.8,0,0,654,0,Szoboszlai,281,2,3.0,a,0.0,0.02,0.0,2.0,0,22,15134,172,0,2,0,0.02,1.28,,3.0,0,False,3.0,1,90,,1.0,1.28,0.10,80,1,0.12,0,0.0,0.0,0.0,0.12,655,35,655,0.3,,0.0,32,281,280,17,0.3,0.1,24151,0,654,,15134,2.0,90,,80,172,0,0
310,Thiago Alcántara do Nascimento,50,MID,Liverpool,0.0,,0,3290,177,0.3,0,0,494,0,Thiago,193,0,2.1,a,0.0,0.0,0.0,0.0,0,105,904,550,0,0,0,0.00,0.0,,,0,False,2.1,0,301,,0.0,0.00,0.00,212,0,0.00,0,0.0,0.0,0.0,0.0,520,167,512,0.0,,0.0,88,192,186,0,0.0,0.0,3290,0,512,,904,0.0,0,,212,550,0,0
311,Konstantinos Tsimikas,45,DEF,Liverpool,0.0,,0,986,166,0.1,0,0,363,0,Tsimikas,180,0,2.5,a,0.0,0.0,0.0,0.0,0,106,241,445,0,0,0,0.00,0.0,,4.0,0,False,2.5,0,408,,0.0,0.00,0.00,184,0,0.00,0,0.0,0.0,0.0,0.0,404,414,393,0.0,,0.0,159,179,181,0,0.0,0.0,986,0,395,,241,0.0,0,,184,445,0,0
312,Sepp van den Berg,40,DEF,Liverpool,0.0,0.0,0,619,100,0.0,0,0,256,0,Van den Berg,128,0,0.0,u,0.0,0.0,0.0,0.0,0,199,0,362,0,0,0,0.00,0.0,,,0,False,0.0,0,538,0.0,0.0,0.00,0.00,133,0,0.00,0,0.0,0.0,0.0,0.0,316,636,299,0.0,2023-07-17T06:21:35.145355Z,0.0,194,125,129,0,0.0,0.0,619,0,307,Season long loan to Mainz 05,0,0.0,0,,133,362,0,0
313,Virgil van Dijk,60,DEF,Liverpool,1.0,,0,29135,38,10.0,0,0,135,0,Virgil,47,2,3.4,a,2.4,0.03,0.0,2.0,0,4,44637,161,0,2,0,0.03,1.28,,,0,False,3.4,1,36,,1.0,1.28,0.02,50,1,0.05,0,0.0,0.5,3.0,0.05,140,63,193,0.3,,20.0,12,68,32,13,0.3,0.02,29135,0,74,,44637,2.0,90,,50,161,0,0
626,Jarell Quansah,40,DEF,Liverpool,0.0,,0,253,97,0.0,0,0,253,0,Quansah,125,0,1.5,a,0.0,0.0,0.0,0.0,0,196,195,359,0,0,0,0.00,0.0,,,0,False,1.5,0,530,,0.0,0.00,0.00,130,0,0.00,0,0.0,0.0,0.0,0.0,313,633,296,0.0,,0.0,193,122,126,0,0.0,0.0,253,0,304,,195,0.0,0,,130,359,0,0
627,Bobby Clark,45,MID,Liverpool,0.0,,0,170,150,0.0,0,0,457,0,Clark,168,0,1.5,a,0.0,0.0,0.0,0.0,0,265,158,521,0,0,0,0.00,0.0,,,0,False,1.5,0,599,,0.0,0.00,0.00,189,0,0.00,0,0.0,0.0,0.0,0.0,486,527,478,0.0,,0.0,242,167,161,0,0.0,0.0,170,0,478,,158,0.0,0,,189,521,0,0
628,Ben Doak,45,MID,Liverpool,0.0,,0,437,152,0.1,0,0,459,0,Doak,113,1,1.5,a,0.1,0.0,0.0,1.0,0,267,992,219,0,1,0,0.00,0.97,,,0,False,1.5,0,489,,0.0,0.14,0.00,93,0,0.00,0,0.0,0.8,0.0,0.0,231,529,179,0.2,,0.2,174,99,105,3,0.2,0.0,437,0,221,,992,1.0,13,,93,219,0,0
629,James McConnell,45,MID,Liverpool,0.0,,0,146,149,0.0,0,0,456,0,McConnell,167,0,1.5,a,0.0,0.0,0.0,0.0,0,264,107,520,0,0,0,0.00,0.0,,,0,False,1.5,0,612,,0.0,0.00,0.00,188,0,0.00,0,0.0,0.0,0.0,0.0,485,526,477,0.0,,0.0,248,166,160,0,0.0,0.0,146,0,477,,107,0.0,0,,188,520,0,0
52,Marvelous Nakamba,45,MID,Luton,1.0,,0,6924,77,1.4,0,0,138,0,Nakamba,68,2,0.0,a,2.6,0.01,0.0,2.0,0,217,6756,107,0,2,0,0.01,4.1,,,0,False,0.5,4,143,,4.0,4.10,0.01,42,1,0.02,0,0.0,10.8,2.0,0.02,128,391,109,0.4,,12.8,48,69,44,9,0.4,0.01,6924,0,118,,6756,2.0,90,,42,107,0,0
314,Elijah Adebayo,50,FWD,Luton,1.43,,0,9044,51,1.1,0,0,527,0,Adebayo,51,2,0.0,a,0.0,0.0,0.0,2.0,0,45,3051,132,0,2,0,0.00,2.21,2.0,,0,False,0.9,1,166,,1.43,1.55,0.09,17,1,0.09,0,0.0,0.0,0.0,0.13,549,218,543,0.4,,0.0,33,50,50,5,0.4,0.13,9044,0,542,,3051,2.0,63,,17,132,0,0
315,Mads Juel Andersen,40,DEF,Luton,1.2,,0,3786,77,0.7,0,0,223,0,Andersen,105,0,0.0,a,0.0,0.0,0.0,0.0,1,176,1195,331,0,0,0,0.00,2.81,,,0,False,0.5,2,198,,2.4,2.34,0.00,111,1,0.00,0,0.0,0.0,0.0,0.0,284,603,266,0.0,,0.0,71,102,106,6,0.0,0.0,3786,0,275,,1195,0.0,75,,111,331,0,0
316,Amari'i Bell,40,DEF,Luton,1.0,,0,28464,68,8.7,0,0,210,0,Bell,96,0,0.0,a,0.0,0.0,0.0,0.0,0,167,6214,318,0,0,0,0.00,4.1,,,0,False,0.5,4,45,,4.0,4.10,0.00,102,1,0.00,0,0.0,0.0,0.0,0.0,271,590,253,0.0,,0.0,15,93,97,10,0.0,0.0,28464,0,262,,6214,0.0,90,,102,318,0,0
317,Luke Berry,50,MID,Luton,0.0,,0,792,179,0.1,0,0,496,0,Berry,195,1,0.0,a,0.0,0.0,0.0,1.0,0,109,85,227,0,1,0,0.00,54.9,,,0,False,1.1,1,470,,45.0,1.22,0.00,98,0,0.00,0,0.0,0.0,0.0,0.0,522,171,514,0.2,,0.0,163,194,188,3,0.2,0.0,792,0,514,,85,1.0,2,3.0,98,227,0,0
318,Reece Burke,40,DEF,Luton,0.0,0.0,0,454,67,0.0,0,0,208,0,Burke,95,0,0.0,i,0.0,0.0,0.0,0.0,0,166,29,316,0,0,0,0.00,0.0,,,0,False,0.0,0,545,0.0,0.0,0.00,0.00,101,0,0.00,0,0.0,0.0,0.0,0.0,269,588,251,0.0,2023-08-04T11:00:04.302248Z,0.0,195,92,96,0,0.0,0.0,454,0,260,Knock - Expected back 25 Aug,29,0.0,0,,101,316,0,0
319,Allan Campbell,50,MID,Luton,0.0,,0,635,211,0.0,0,0,537,0,Campbell,225,0,0.0,a,0.0,0.0,0.0,0.0,0,151,56,576,0,0,0,0.00,0.0,,,0,False,1.1,0,515,,0.0,0.00,0.00,234,0,0.00,0,0.0,0.0,0.0,0.0,558,228,552,0.0,,0.0,187,224,218,0,0.0,0.0,635,0,551,,56,0.0,0,,234,576,0,0
320,Jordan Clark,50,MID,Luton,0.0,0.0,0,326,185,0.0,0,0,502,0,Clark,200,0,0.0,i,0.0,0.0,0.0,0.0,0,117,12,554,0,0,0,0.00,0.0,,2.0,0,False,0.0,0,622,0.0,0.0,0.00,0.00,216,0,0.00,0,0.0,0.0,0.0,0.0,527,181,519,0.0,2023-08-06T23:30:05.803333Z,0.0,255,199,193,0,0.0,0.0,326,0,519,Ankle injury - Unknown return date,12,0.0,0,1.0,216,554,0,0
321,Alfie Doughty,45,DEF,Luton,0.0,,0,1741,185,0.2,0,0,402,0,Doughty,193,0,0.0,a,0.0,0.0,0.0,0.0,0,132,144,475,0,0,0,0.00,8.83,,1.0,0,False,1.5,3,359,,10.38,2.55,0.02,196,0,0.02,0,0.0,0.0,0.0,0.07,435,460,426,0.0,,0.0,139,193,194,2,0.0,0.07,1741,0,426,,144,0.0,26,2.0,196,475,0,0
322,Luke Freeman,50,MID,Luton,0.0,,0,313,173,0.0,0,0,487,0,Freeman,189,0,0.0,a,0.0,0.0,0.0,0.0,0,100,24,544,0,0,0,0.00,0.0,,4.0,0,False,1.1,0,572,,0.0,0.00,0.00,208,0,0.00,0,0.0,0.0,0.0,0.0,513,157,505,0.0,,0.0,227,188,182,0,0.0,0.0,313,0,505,,24,0.0,0,,208,544,0,0
323,Matt Macey,40,GKP,Luton,0.0,,0,2416,17,0.7,0,0,198,0,Macey,30,0,0.0,a,0.0,0.0,0.0,0.0,0,46,394,306,0,0,0,0.00,0.0,,,0,False,0.5,0,205,,0.0,0.00,0.00,36,0,0.00,0,0.0,0.0,0.0,0.0,259,578,241,0.0,,0.0,29,18,30,0,0.0,0.0,2416,0,250,,394,0.0,0,,36,306,0,0
324,John McAtee,45,FWD,Luton,0.0,,0,18844,35,2.9,0,0,408,0,McAtee,35,0,0.0,a,0.0,0.0,0.0,0.0,0,72,3345,481,0,0,0,0.00,0.0,,,0,False,0.5,0,109,,0.0,0.00,0.00,47,0,0.00,0,0.0,0.0,0.0,0.0,441,467,432,0.0,,0.0,18,34,32,0,0.0,0.0,18844,0,432,,3345,0.0,0,,47,481,0,0
325,Carlos Mendes Gomes,45,MID,Luton,0.0,0.0,0,421,134,0.0,0,0,428,0,Mendes,152,0,0.0,u,0.0,0.0,0.0,0.0,0,244,0,495,0,0,0,0.00,0.0,,,0,False,0.0,0,595,0.0,0.0,0.00,0.00,173,0,0.00,0,0.0,0.0,0.0,0.0,459,489,451,0.0,2023-07-26T11:29:40.140241Z,0.0,239,151,145,0,0.0,0.0,421,0,451,Permanent transfer to Bolton Wanderers,0,0.0,0,,173,495,0,0
326,Carlton Morris,55,FWD,Luton,1.0,,0,6967,69,1.3,0,0,610,0,Morris,69,8,0.0,a,0.0,1.05,0.0,8.0,0,30,7945,19,0,8,2,1.05,4.1,1.0,,0,False,1.4,4,146,,4.0,4.10,0.09,4,1,1.14,1,0.0,0.0,0.0,1.14,617,106,615,1.5,,0.0,27,68,69,28,1.5,0.09,6967,0,611,,7945,8.0,90,,4,19,0,0
327,Admiral Muskwe,45,FWD,Luton,0.0,,0,1739,26,0.2,0,0,345,0,Muskwe,26,0,0.0,a,0.0,0.0,0.0,0.0,0,63,454,430,0,0,0,0.00,0.0,,,0,False,0.5,0,312,,0.0,0.00,0.00,38,0,0.00,0,0.0,0.0,0.0,0.0,388,385,376,0.0,,0.0,53,25,23,0,0.0,0.0,1739,0,380,,454,0.0,0,,38,430,0,0
328,Chiedozie Ogbene,50,FWD,Luton,0.0,,0,1552,56,0.2,0,0,563,0,Ogbene,56,1,0.0,a,0.0,0.0,0.0,1.0,0,50,361,243,0,1,0,0.00,11.31,,,0,False,0.9,2,365,,12.86,1.76,0.00,29,0,0.00,0,0.0,0.0,0.0,0.0,578,262,573,0.2,,0.0,57,55,55,3,0.2,0.0,1552,0,570,,361,1.0,14,,29,243,0,0
329,Fred Onyedinma,50,MID,Luton,0.0,0.0,0,72,200,0.0,0,0,523,0,Onyedinma,215,0,0.0,u,0.0,0.0,0.0,0.0,0,140,0,570,0,0,0,0.00,0.0,,,0,False,0.0,0,654,0.0,0.0,0.00,0.00,229,0,0.00,0,0.0,0.0,0.0,0.0,545,214,539,0.0,2023-07-31T07:05:08.472622Z,0.0,276,214,208,0,0.0,0.0,72,0,538,Season long loan to Rotherham,0,0.0,0,,229,570,0,0
330,Gabriel Osho,45,DEF,Luton,0.0,0.0,0,297,158,0.0,0,0,353,0,Osho,174,0,0.0,i,0.0,0.0,0.0,0.0,0,93,8,437,0,0,0,0.00,0.0,,,0,False,0.0,0,600,0.0,0.0,0.00,0.00,178,0,0.00,0,0.0,0.0,0.0,0.0,396,398,384,0.0,2023-08-04T11:00:04.319102Z,0.0,207,172,176,0,0.0,0.0,297,0,388,Knee injury - Expected back 25 Aug,8,0.0,0,,178,437,0,0
331,Aribim Pepple,45,FWD,Luton,0.0,,0,1475,46,0.2,0,0,454,0,Pepple,46,0,0.0,a,0.0,0.0,0.0,0.0,0,84,493,519,0,0,0,0.00,0.0,,,0,False,0.5,0,318,,0.0,0.00,0.00,57,0,0.00,0,0.0,0.0,0.0,0.0,483,523,475,0.0,,0.0,54,45,44,0,0.0,0.0,1475,0,475,,493,0.0,0,,57,519,0,0
332,Dion Pereira,45,MID,Luton,0.0,,0,1851,119,0.2,0,0,399,0,Pereira,138,0,0.0,a,0.0,0.0,0.0,0.0,0,229,402,472,0,0,0,0.00,0.0,,,0,False,0.5,0,334,,0.0,0.00,0.00,160,0,0.00,0,0.0,0.0,0.0,0.0,432,456,423,0.0,,0.0,100,136,131,0,0.0,0.0,1851,0,423,,402,0.0,0,,160,472,0,0
333,Dan Potts,40,DEF,Luton,0.0,0.0,0,1116,61,0.1,0,0,194,0,Potts,89,0,0.0,i,0.0,0.0,0.0,0.0,0,160,71,302,0,0,0,0.00,0.0,,,0,False,0.0,0,450,0.0,0.0,0.00,0.00,95,0,0.00,0,0.0,0.0,0.0,0.0,255,574,237,0.0,2023-08-06T23:30:05.828555Z,0.0,173,86,90,0,0.0,0.0,1116,0,246,Ankle injury - Unknown return date,71,0.0,0,,95,302,0,0
334,Glen Rea,45,MID,Luton,0.0,,0,618,106,0.1,0,0,337,0,Rea,126,0,0.0,a,0.0,0.0,0.0,0.0,0,214,221,422,0,0,0,0.00,0.0,,,0,False,0.5,0,478,,0.0,0.00,0.00,148,0,0.00,0,0.0,0.0,0.0,0.0,382,374,370,0.0,,0.0,166,124,119,0,0.0,0.0,618,0,374,,221,0.0,0,,148,422,0,0
335,James Shea,45,GKP,Luton,0.0,,0,1451,53,0.2,0,0,299,0,Shea,63,0,0.0,a,0.0,0.0,0.0,0.0,0,17,86,396,0,0,0,0.00,0.0,,,0,False,1.9,0,336,,0.0,0.00,0.00,68,0,0.00,0,0.0,0.0,0.0,0.0,352,329,337,0.0,,0.0,52,54,63,0,0.0,0.0,1451,0,344,,86,0.0,0,,68,396,0,0
336,Joe Taylor,45,FWD,Luton,0.0,0.0,0,5861,33,0.3,0,0,396,0,Taylor,33,0,0.0,u,0.0,0.0,0.0,0.0,0,70,0,469,0,0,0,0.00,0.0,,,0,False,0.0,0,280,0.0,0.0,0.00,0.00,45,0,0.00,0,0.0,0.0,0.0,0.0,429,453,420,0.0,2023-08-11T10:53:00.375635Z,0.0,50,32,30,0,0.0,0.0,5861,0,420,Season long loan to Colchester United until the end of the season,0,0.0,0,,45,469,0,0
337,Elliot Thorpe,45,MID,Luton,0.0,0.0,0,138,115,0.0,0,0,387,0,Thorpe,134,0,0.0,u,0.0,0.0,0.0,0.0,0,225,14,462,0,0,0,0.00,0.0,,,0,False,0.0,0,629,0.0,0.0,0.00,0.00,156,0,0.00,0,0.0,0.0,0.0,0.0,420,443,411,0.0,2023-07-13T12:00:04.224388Z,0.0,259,132,127,0,0.0,0.0,138,0,411,Joined Shrewsbury Town on a season-long loan - Unknown return date,14,0.0,0,,156,462,0,0
338,Jack Walton,40,GKP,Luton,0.0,0.0,0,148,28,0.0,0,0,222,0,Walton,41,0,0.0,u,0.0,0.0,0.0,0.0,0,57,0,330,0,0,0,0.00,0.0,,,0,False,0.0,0,603,0.0,0.0,0.00,0.00,47,0,0.00,0,0.0,0.0,0.0,0.0,283,602,265,0.0,2023-07-11T09:00:04.234257Z,0.0,69,29,41,0,0.0,0.0,148,0,274,Joined Dundee United on a season-long loan - Expected back 01 Jul,0,0.0,0,,47,330,0,0
339,Louie Watson,45,MID,Luton,0.0,,0,3377,113,0.4,0,0,378,0,Watson,132,0,0.0,a,0.0,0.0,0.0,0.0,0,223,1590,454,0,0,0,0.00,0.0,,,0,False,0.5,0,252,,0.0,0.00,0.00,154,0,0.00,0,0.0,0.0,0.0,0.0,414,432,404,0.0,,0.0,79,130,125,0,0.0,0.0,3377,0,405,,1590,0.0,0,,154,454,0,0
340,Cauley Woodrow,45,FWD,Luton,0.0,,0,5401,25,0.8,0,0,308,0,Woodrow,25,1,0.0,a,0.0,0.0,0.0,1.0,0,62,4957,187,0,1,0,0.00,54.9,3.0,,0,False,0.5,1,189,,45.0,1.22,0.37,24,0,0.37,0,0.0,0.0,0.0,16.65,359,341,345,0.2,,0.0,35,24,22,7,0.2,16.65,5401,0,351,,4957,1.0,2,,24,187,0,0
553,Ryan Giles,45,DEF,Luton,1.0,,0,1210,179,0.2,0,0,386,0,Giles,12,0,0.0,a,6.1,0.0,0.0,0.0,0,124,272,461,0,0,0,0.00,4.1,,3.0,0,False,1.5,4,367,,4.0,4.10,0.22,192,1,0.22,0,0.0,40.5,0.0,0.22,50,442,15,0.0,,20.4,143,4,31,16,0.0,0.22,1210,0,72,,272,0.0,90,,192,461,0,0
575,Tom Lockyer,45,DEF,Luton,1.0,,0,1493,135,0.2,0,0,314,0,Lockyer,156,0,0.0,a,0.0,0.0,0.0,0.0,0,61,152,403,0,0,0,0.00,4.1,,,0,False,1.5,4,348,,4.0,4.10,0.01,158,1,0.01,0,0.0,0.0,0.0,0.01,363,349,351,0.0,,0.0,134,154,158,10,0.0,0.01,1493,0,355,,152,0.0,90,,158,403,0,0
582,Pelly Ruddock Mpanzu,50,MID,Luton,1.03,,0,484,187,0.1,0,0,505,0,Mpanzu,202,2,0.0,a,0.0,0.27,0.0,2.0,0,119,116,122,0,2,0,0.26,2.98,,,0,False,1.1,3,492,,3.1,2.88,0.00,45,1,0.26,0,0.0,0.0,0.0,0.27,529,184,522,0.4,,0.0,177,201,195,-2,0.4,0.0,484,0,521,,116,2.0,87,,45,122,0,0
586,Tahith Chong,50,MID,Luton,1.03,,0,1101,83,0.1,0,0,152,0,Chong,93,2,0.0,a,0.9,0.0,0.0,2.0,0,166,354,137,0,2,0,0.00,2.98,,,0,False,1.1,3,416,,3.1,2.88,0.01,55,1,0.01,0,0.0,1.8,2.0,0.01,201,255,160,0.4,,5.2,134,91,80,4,0.4,0.01,1101,0,179,,354,2.0,87,,55,137,0,0
602,Issa Kaboré,40,DEF,Luton,1.43,,0,10114,29,6.4,0,0,114,0,Kaboré,51,1,0.0,a,2.2,0.03,0.0,1.0,1,206,10201,181,0,1,0,0.02,2.21,,,0,False,0.5,1,56,,1.43,1.55,0.26,56,1,0.28,0,0.0,15.4,5.0,0.4,146,647,72,0.2,,1.6,19,19,78,9,0.2,0.37,10114,0,209,,10201,1.0,63,,56,181,0,0
614,Thomas Kaminski,45,GKP,Luton,1.0,,0,654,51,0.1,0,0,291,0,Kaminski,62,3,0.0,a,0.0,0.0,0.0,3.0,0,15,443,67,8,3,1,0.00,4.1,,,0,False,1.9,4,385,,4.0,4.10,0.00,7,1,0.00,0,8.0,0.0,0.0,0.0,346,320,330,0.7,,0.0,57,52,62,26,0.7,0.0,654,0,338,,443,3.0,90,,7,67,0,0
630,Ross Barkley,50,MID,Luton,0.0,,0,2037,181,0.2,0,0,498,0,Barkley,197,0,0.0,a,0.0,0.0,0.0,0.0,0,113,945,551,0,0,0,0.00,0.0,,,0,False,1.1,0,339,,0.0,0.00,0.00,213,0,0.00,0,0.0,0.0,0.0,0.0,524,176,516,0.0,,0.0,103,196,190,0,0.0,0.0,2037,0,516,,945,0.0,0,,213,551,0,0
631,Jacob Brown,50,FWD,Luton,0.0,,0,1357,59,0.1,0,0,567,0,Brown,59,4,0.0,a,0.0,0.42,0.0,4.0,0,53,4236,61,0,4,0,0.12,8.83,,,0,False,0.9,3,413,,10.38,2.55,0.00,15,0,0.12,0,0.0,0.0,0.0,0.42,581,266,576,0.8,,0.0,62,58,58,10,0.8,0.0,1357,1,573,,4236,4.0,26,,15,61,0,0
